STATE,FSCS ID,FSCS ID_SEQ,LIBRARY ID,LIBRARY NAME,LIBRARY SYSTEM,PHONE,COUNTY,LOCATION,LOCALE,COUNTY POPULATION,OUTLET TYPE,SQ FEET,BOOKMOBILES,HOURS,WEEKS OPEN,METRO STATUS,STRUCTURE CHANGE,NAME CHANGE,ADDRESS CHANGE
NM,NM0122,1,NM0122-001,RIO ABAJO COMMUNITY LIBRARY,RIO ABAJO COMMUNITY LIBRARY,505-861-8289,SOCORRO,"28 SOUTH CALLE DE CENTRO LA
JOYA, NM
(34.364773, -106.836414)",42,17256,CE,1522,0,1066,52,NO,0,0,0
NM,NM0123,1,NM0123-001,SANTO DOMINGO PUEBLO LIBRARY,SANTO DOMINGO PUEBLO LIBRARY,505-465-2214,SANDOVAL,"TESUQUE STREET SANTO DOMINGO PUEBLO, NM
(35.515373, -106.357785)",32,139394,CE,1672,0,1055,30,NC,0,0,0
NM,NM0125,1,NM0125-001,VISTA GRANDE PUBLIC LIBRARY,VISTA GRANDE PUBLIC LIBRARY,505-466-7323,SANTA FE,"14 AVENIDA
TORREON SANTA FE, NM
(35.53668, -105.908465)",31,148686,CE,4000,0,1440,52,NC,0,0,0
NM,NM0127,1,NM0127-001,GILA VALLEY LIBRARY,GILA VALLEY LIBRARY,575-535-4343,GRANT,"411 HIGHWAY 211
GILA, NM
(32.964824, -108.578465)",43,28609,CE,700,0,1274,50,NO,0,0,0
NM,NM0128,1,NM0128-001,PLACITAS COMMUNITY LIBRARY,PLACITAS COMMUNITY LIBRARY,505-867-3355,SANDOVAL,"453 HWY 165
PLACITAS, NM
(35.30608, -106.460602)",41,139394,CE,3350,0,1680,52,NC,0,0,0
NM,NM0129,2,NM0129-002,TAYTSUGEH OWEENGEH LIBRARY,TAYTSUGEH OWEENGEH LIBRARY,505-955-7730,SANTA FE,"INTERGENERATIONAL CENTER SANTA FE, NM
(35.713032, -105.946134)",13,148686,CE,1776,0,1868,52,NC,0,0,0
NM,NM0130,1,NM0130-001,TULAROSA PUBLIC LIBRARY,TULAROSA PUBLIC LIBRARY,575-585-2711,OTERO,"515 FRESNO ST
TULAROSA, NM
(33.072604, -106.019782)",33,64362,CE,560,0,1615,48,NO,0,0,0
NM,NM0131,1,NM0131-001,VILLAGE OF CORONA PUBLIC LIBRARY,VILLAGE OF CORONA PUBLIC LIBRARY,575-849-5513,LINCOLN,"481 CORONA MAIN STREET
CORONA, NM
(34.253466, -105.594233)",43,19420,CE,1600,0,1912,51,NO,0,0,0
NM,NM0132,1,NM0132-001,TALPA COMMUNITY CENTER LIBRARY,TALPA COMMUNITY CENTER LIBRARY,575-751-1014,TAOS,"4 ARCHULETA RD
RANCHOS DE TAOS, NM
(36.341455, -105.596945)",33,32907,CE,1375,0,1245,50,NO,0,0,0
NM,NM0133,1,NM0133-001,P`OE TSAWA COMMMUNITY LIBRARY,P`OE TSAWA COMMUNITY LIBRARY,505-852-2814,RIO ARRIBA,"232 POPAY AVENUE
OHKAY OWINGEH, NM
(36.048681, -106.069016)",32,39465,CE,28000,0,2340,52,NC,0,0,0
NM,NM0134,1,NM0134-001,QUESTA PUBLIC LIBRARY,QUESTA PUBLIC LIBRARY,575-586-2023,TAOS,"6 1 2 MUNICIPAL PARK ROAD
QUESTA, NM
(36.725436, -105.593209)",43,32907,CE,1600,0,1217,52,NO,0,0,0
NM,NM0135,1,NM0135-001,VALLECITOS COMMUNITY CENTER AND LIBRARY,VALLECITOS COMMUNITY CENTER AND LIBRARY,575-582-4211,RIO ARRIBA,"13 COUNTY RD 251
VALLECITOS, NM
(36.493153, -106.113905)",43,39465,CE,1800,0,780,52,NO,0,0,0
NM,NM0136,1,NM0136-001,DAVID F. CARGO EL VALLE DE ANTON CHICO LIBRARY,DAVID F. CARGO EL VALLE DE ANTON CHICO LIBRARY,575-427-2665,GUADALUPE,"1077 NM SR 386
ANTON CHICO, NM
(35.198916, -105.141591)",43,4371,CE,2000,0,1040,52,NO,0,0,0
NM,NM0137,1,NM0137-001,ANTHONY PUBLIC LIBRARY,ANTHONY PUBLIC LIBRARY,575-882-3059,DONA ANA,"750 LANDERS RD
ANTHONY, NM
(32.013915, -106.598938)",21,214295,CE,-1,0,2808,52,M,0,0,0
NV,NV0001,2,NV0001-01,AMARGOSA VALLEY LIBRARY DISTRICT,AMARGOSA VALLEY LIBRARY DISTRICT,775-372-5340,NYE,"829 EAST FARM ROAD AMARGOSA VALLEY
NV
(36.568908, -116.453586)",43,42477,CE,2000,0,2031,52,NO,0,0,0
NV,NV0002,2,NV0002-01,BEATTY LIBRARY DISTRICT,BEATTY LIBRARY DISTRICT,775-553-2257,NYE,"400 NORTH 4TH ST
BEATTY, NV
(36.908555, -116.763665)",43,42477,CE,2936,0,1092,52,NO,0,0,0
NV,NV0003,2,NV0003-01,BOULDER CITY LIBRARY,BOULDER CITY LIBRARY DISTRICT,702-293-1281,CLARK,"701 ADAMS BLVD
BOULDER CITY, NV
(35.969033, -114.829599)",31,2114801,CE,48500,0,3116,52,NO,0,0,0
NV,NV0004,2,NV0004-01,CHURCHILL COUNTY LIBRARY,CHURCHILL COUNTY LIBRARY,775-423-7581,CHURCHILL,"553 SOUTH MAINE STREET
FALLON, NV
(39.469511, -118.777085)",33,24200,CE,9265,0,2850,52,NO,0,0,0
NV,NV0005,2,NV0005-01,PAHRUMP COMMUNITY LIBRARY,PAHRUMP COMMUNITY LIBRARY,775-727-5930,NYE,"701 EAST STREET
PAHRUMP, NV
(36.209395, -115.991757)",33,42477,CE,20000,0,2392,52,NO,0,0,0
NV,NV0006,2,NV0006-01,DOUGLAS COUNTY PUBLIC LIBRARY,DOUGLAS COUNTY PUBLIC LIBRARY,775-782-9841,DOUGLAS,"1625 LIBRARY LANE
MINDEN, NV
(38.955241, -119.777538)",32,47710,CE,14400,0,2495,52,NO,0,6,0
NV,NV0006,3,NV0006-02,LAKE TAHOE BRANCH LIBRARY,DOUGLAS COUNTY PUBLIC LIBRARY,775-588-6411,DOUGLAS,"233 WARRIOR WAY
STATELINE, NV
(38.968418, -119.933479)",32,47710,BR,5875,0,1602,52,NO,0,0,0
NV,NV0007,2,NV0007-01,ELKO COUNTY LIBRARY,ELKO-LANDER-EUREKA COUNTY LIBRARY SYSTEM,775-738-3066,ELKO,"720 COURT STREET
ELKO, NV
(40.835297, -115.761461)",33,51935,CE,17500,0,2801,52,NO,0,0,0
NV,NV0007,3,NV0007-02,AUSTIN BRANCH LIBRARY,ELKO-LANDER-EUREKA COUNTY LIBRARY SYSTEM,775-964-2428,LANDER,"88 MAIN STREET
AUSTIN, NV
(39.493026, -117.071516)",43,5903,BR,600,0,597,52,NO,0,0,0
NV,NV0007,4,NV0007-03,BATTLE MOUNTAIN BRANCH LIBRARY,ELKO-LANDER-EUREKA COUNTY LIBRARY SYSTEM,775-635-2534,LANDER,"625 S BROAD ST BATTLE MOUNTAIN
NV
(40.638705, -116.939488)",33,5903,BR,2000,0,1298,52,NO,0,0,0
NV,NV0007,5,NV0007-04,BEOWAWE BRANCH LIBRARY,ELKO-LANDER-EUREKA COUNTY LIBRARY SYSTEM,775-468-0215,EUREKA,"306 BEOWAWE
NV
(40.597742, -116.477664)",43,2016,BR,-3,-3,-3,-3,NO,3,0,0
NV,NV0007,6,NV0007-05,EUREKA BRANCH LIBRARY,ELKO-LANDER-EUREKA COUNTY LIBRARY SYSTEM,775-237-5307,EUREKA,"210 S MONROE
EUREKA, NV
(39.510673, -115.961161)",43,2016,BR,1492,0,1503,52,NO,0,0,0
NV,NV0007,7,NV0007-06,TUSCARORA BRANCH LIBRARY,ELKO-LANDER-EUREKA COUNTY LIBRARY SYSTEM,775-756-6597,ELKO,"55 WEED ST
TUSCARORA, NV
(41.314653, -116.223193)",43,51935,BR,100,0,1491,52,NO,0,0,0
NV,NV0007,8,NV0007-07,WELLS BRANCH LIBRARY,ELKO-LANDER-EUREKA COUNTY LIBRARY SYSTEM,775-752-3856,ELKO,"208 BAKER ST WELLS
NV
(41.108565, -114.973364)",43,51935,BR,2800,0,1503,52,NO,0,0,0
NV,NV0007,9,NV0007-10,WEST WENDOVER BRANCH LIBRARY,ELKO-LANDER-EUREKA COUNTY LIBRARY SYSTEM,775-664-2510,ELKO,"590 CAMPER DR WEST
WENDOVER, NV
(40.736379, -114.065852)",33,51935,BR,3840,0,1503,52,NO,0,0,0
NV,NV0007,10,NV0007-09,ELKO COUNTY BOOKMOBILE,ELKO-LANDER-EUREKA COUNTY LIBRARY SYSTEM,775-738-7066,ELKO,"720 COURT STREET
ELKO, NV
(40.835297, -115.761461)",33,51935,BS,-3,1,1499,49,NO,0,0,0
NV,NV0007,11,NV0007-08,CARLIN BRANCH LIBRARY,ELKO-LANDER-EUREKA COUNTY LIBRARY SYSTEM,775-754-6766,ELKO,"330 MEMORY LANE
CARLIN, NV
(40.71753, -116.116662)",43,51935,BR,2400,0,1503,52,NO,0,0,0
NV,NV0007,12,NV0007-09,CRESCENT VALLEY BRANCH LIBRARY,ELKO-LANDER-EUREKA COUNTY LIBRARY SYSTEM,775-468-0249,EUREKA,"5045 TENABO
BEOWAWE, NV
(40.412832, -116.582991)",43,2016,BR,588,0,702,52,NO,0,0,0
NV,NV0007,13,NV0007-11,JACKPOT BRANCH LIBRARY,ELKO-LANDER-EUREKA COUNTY LIBRARY SYSTEM,775-755-2356,ELKO,"2301 PROGRESSIVE DR
JACKPOT, NV
(41.979976, -114.664059)",43,51935,BR,3840,0,1521,52,NO,0,0,0
NV,NV0008,2,NV0008-01,LAS VEGAS LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-507-3500,CLARK,"833 LAS VEGAS BLVD NORTH
LAS VEGAS, NV
(36.178544, -115.135095)",11,2114801,BR,104000,0,3328,52,CC,0,0,0
NV,NV0008,3,NV0008-02,BLUE DIAMOND LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-875-4295,CLARK,"14 COTTONWOOD DR
BLUE DIAMOND, NV
(36.046835, -115.407319)",42,2114801,BR,1000,0,1040,52,NC,0,0,0
NV,NV0008,4,NV0008-03,BUNKERVILLE LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-346-5238,CLARK,"10 W VIRGIN ST
BUNKERVILLE, NV
(36.772847, -114.126984)",41,2114801,BR,1200,0,1040,52,NC,0,0,0
NV,NV0008,5,NV0008-21,WEST CHARLESTON LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-507-3940,CLARK,"6301 W CHARLESTON BLVD
LAS VEGAS, NV
(36.159079, -115.231334)",11,2114801,BR,38900,0,3328,52,CC,0,0,0
NV,NV0008,6,NV0008-04,CLARK COUNTY LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-507-3400,CLARK,"1401 E FLAMINGO ROAD
LAS VEGAS, NV
(36.114493, -115.13488)",12,2114801,BR,120000,0,3328,52,CC,0,0,0
NV,NV0008,7,NV0008-05,ENTERPRISE LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-507-3760,CLARK,"25 E SHELBOURNE AVENUE
LAS VEGAS, NV
(36.038773, -115.1711)",21,2114801,BR,26300,0,3328,52,CC,0,0,0
NV,NV0008,9,NV0008-06,GOODSPRINGS LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-874-1366,CLARK,"365 W SAN PEDRO AVE
GOODSPRINGS, NV
(35.831759, -115.435554)",42,2114801,BR,1200,0,1040,52,NC,0,0,0
NV,NV0008,10,NV0008-08,INDIAN SPRINGS LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-879-3845,CLARK,"715 GRETTA LANE INDIAN SPRINGS
NV
(36.570266, -115.67717)",43,2114801,BR,1200,0,1560,52,NC,0,0,0
NV,NV0008,11,NV0008-09,LAUGHLIN LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-507-4061,CLARK,"2840 S NEEDLES HWY
LAUGHLIN, NV
(35.144787, -114.625047)",33,2114801,BR,15424,0,2912,52,NC,0,0,0
NV,NV0008,14,NV0008-11,MOAPA TOWN LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-864-2438,CLARK,"1340 E HWY 168
MOAPA, NV
(36.670636, -114.591306)",42,2114801,BR,2000,0,1040,52,NC,0,0,0
NV,NV0008,15,NV0008-12,MOAPA VALLEY LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-397-2690,CLARK,"350 N MOAPA VALLEY BLVD
OVERTON, NV
(36.545905, -114.446134)",33,2114801,BR,4700,0,2496,52,NC,0,0,0
NV,NV0008,16,NV0008-13,MOUNT CHARLESTON LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-872-5585,CLARK,"1252 ASPEN AVE
LAS VEGAS, NV
(36.258695, -115.644256)",42,2114801,BR,2800,0,1040,52,NC,0,0,0
NV,NV0008,17,NV0008-14,RAINBOW LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-507-3710,CLARK,"3150 NORTH BUFFALO DR
LAS VEGAS, NV
(36.21718, -115.260427)",11,2114801,BR,25000,0,3328,52,CC,0,0,0
NV,NV0008,19,NV0008-16,SANDY VALLEY LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-723-5333,CLARK,"650 W QUARTZ AVE SANDY VALLEY
NV
(35.809358, -115.64792)",42,2114801,BR,1200,0,1560,52,NC,0,0,0
NV,NV0008,20,NV0008-17,SEARCHLIGHT LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-297-1442,CLARK,"200 MICHAEL WENDELL WAY
SEARCHLIGHT, NV
(35.467951, -114.907476)",43,2114801,BR,1200,0,1040,52,NC,0,0,0
NV,NV0008,21,NV0008-18,SPRING VALLEY LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-507-3820,CLARK,"4280 SOUTH JONES BLVD
LAS VEGAS, NV
(36.11134, -115.224886)",21,2114801,BR,24500,0,3328,52,CC,0,0,0
NV,NV0008,22,NV0008-20,SUNRISE LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-507-3900,CLARK,"5400 HARRIS AVENUE
LAS VEGAS, NV
(36.177826, -115.055167)",21,2114801,BR,22900,0,3328,52,CC,0,0,0
NV,NV0008,24,NV0008-22,WEST LAS VEGAS LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-507-3980,CLARK,"951 WEST LAKE MEAD BLVD
LAS VEGAS, NV
(36.195683, -115.15449)",11,2114801,BR,38866,0,3328,52,CC,0,0,0
NV,NV0008,25,NV0008-15,SAHARA WEST LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-507-3630,CLARK,"9600 WEST SAHARA AVENUE
LAS VEGAS, NV
(36.144528, -115.3059)",11,2114801,BR,122000,0,3328,52,CC,0,0,0
NV,NV0008,26,NV0008-10,MESQUITE LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-507-4080,CLARK,"121 WEST 1ST NORTH ST
MESQUITE, NV
(36.805318, -114.070331)",32,2114801,BR,5600,0,2912,52,NO,0,0,0
NV,NV0008,27,NV0008-19,SUMMERLIN LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-507-3860,CLARK,"1771 INNER CIRCLE DRIVE
LAS VEGAS, NV
(36.191699, -115.301282)",11,2114801,BR,40195,0,3328,52,CC,0,0,0
NV,NV0008,28,NV0008-23,WHITNEY LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-507-4010,CLARK,"5175 EAST TROPICANA AVE
LAS VEGAS, NV
(36.100223, -115.06035)",21,2114801,BR,26619,0,3328,52,CC,0,0,0
NV,NV0008,29,NV0008-24,MEADOWS VILLAGE LIBRARY AND HOMEWORK CENTER,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-474-0023,CLARK,"300 WEST BOSTON AVE
LAS VEGAS, NV
(36.147478, -115.160539)",11,2114801,BR,1200,0,1924,52,NO,0,0,0
NV,NV0008,30,NV0008-24,CENTENNIAL HILLS LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-507-6100,CLARK,"6711 NORTH BUFFALO DRIVE
LAS VEGAS, NV
(36.283772, -115.260543)",11,2114801,BR,32341,0,3328,52,CC,0,0,0
NV,NV0008,31,NV0008-25,WINDMILL LIBRARY,LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT,702-507-6030,CLARK,"7060 W WINDMILL LN
LAS VEGAS, NV
(36.041188, -115.246112)",21,2114801,BR,30696,0,3328,52,CC,0,0,0
NV,NV0012,2,NV0012-02,GIBSON LIBRARY,HENDERSON DISTRICT PUBLIC LIBRARIES,702-565-8402,CLARK,"100 W LAKE MEAD PKWY
HENDERSON, NV
(36.036898, -114.988714)",11,2114801,BR,19100,0,2469,52,NC,0,0,0
NV,NV0012,6,NV0012-01,PASEO VERDE LIBRARY,HENDERSON DISTRICT PUBLIC LIBRARIES,702-492-7252,CLARK,"280 S GREEN VALLEY PKWY
HENDERSON, NV
(36.018433, -115.082894)",11,2114801,BR,42000,0,2768,52,NC,0,0,0
NV,NV0012,14,NV0012-14,GREEN VALLEY LIBRARY,HENDERSON DISTRICT PUBLIC LIBRARIES,702-207-4260,CLARK,"2797 N GREEN VALLEY PKWY
HENDERSON, NV
(36.07046, -115.082514)",11,2114801,CE,21410,0,2346,52,NC,0,0,0
NV,NV0012,15,NV0012-15,HERITAGE PARK LIBRARY,HENDERSON DISTRICT PUBLIC LIBRARIES,702-207-4258,CLARK,"300 S RACETRACK ROAD
HENDERSON, NV
(36.034263, -114.949871)",11,2114801,BR,1619,0,204,52,NC,0,0,0
NV,NV0013,2,NV0013-01,HUMBOLDT COUNTY LIBRARY,HUMBOLDT COUNTY LIBRARY,775-623-6388,HUMBOLDT,"85 EAST 5TH STREET
WINNEMUCCA, NV
(40.972804, -117.7321)",33,17019,CE,18122,0,2912,52,NO,0,0,0
NV,NV0013,3,NV0013-02,DENIO BRANCH LIBRARY,HUMBOLDT COUNTY LIBRARY,775-941-0330,HUMBOLDT,"07 DENIO
NV
(41.589081, -118.723142)",43,17019,BR,500,0,624,52,NO,0,0,0
NV,NV0013,4,NV0013-03,MCDERMITT BRANCH LIBRARY,HUMBOLDT COUNTY LIBRARY,775-532-8014,HUMBOLDT,"135 OREGON RD
MCDERMITT, NV
(41.998221, -117.719146)",43,30380,BR,3000,0,1248,52,NO,0,0,0
NV,NV0013,5,NV0013-04,HUMBOLDT COUNTY BOOKMOBILE,HUMBOLDT COUNTY LIBRARY,775-455-7584,HUMBOLDT,"85 EAST 5TH STREET
WINNEMUCCA, NV
(40.972804, -117.7321)",33,17019,BS,-3,1,966,52,NO,0,0,0
NV,NV0014,4,NV0014-03,CALIENTE BRANCH LIBRARY,LINCOLN COUNTY LIBRARY,775-726-3104,LINCOLN,"100 DEPOT AVE
CALIENTE, NV
(37.612528, -114.514232)",43,5036,BR,1245,0,1000,52,NO,0,0,0
NV,NV0014,5,NV0014-04,LINCOLN COUNTY BOOKMOBILE,LINCOLN COUNTY LIBRARY,775-962-5244,LINCOLN,"63 MAIN STREET
PIOCHE, NV
(37.938476, -114.448027)",43,5036,BS,-3,1,1000,52,NO,0,0,0
NV,NV0014,6,NV0014-01,LINCOLN COUNTY LIBRARY,LINCOLN COUNTY LIBRARY,775-962-5244,LINCOLN,"63 MAIN ST
PIOCHE, NV
(37.938476, -114.448027)",43,5036,CE,1296,0,1000,52,NO,0,0,0
NV,NV0014,7,NV0014-02,ALAMO BRANCH LIBRARY,LINCOLN COUNTY LIBRARY,775-725-3343,LINCOLN,"100 S FIRST W
ALAMO, NV
(37.364123, -115.168295)",43,5036,BR,1965,0,1000,52,NO,0,0,0
NV,NV0015,2,NV0015-01,CENTRAL LIBRARY,LYON COUNTY LIBRARY SYSTEM,775-463-6645,LYON,"20 NEVIN WAY
YERINGTON, NV
(38.995178, -119.16188)",32,52585,CE,8315,0,1330,52,NO,0,0,0
NV,NV0015,3,NV0015-02,DAYTON VALLEY BRANCH LIBRARY,LYON COUNTY LIBRARY SYSTEM,775-246-6212,LYON,"321 OLD DAYTON VALLEY ROAD
DAYTON, NV
(39.23968, -119.578102)",31,52585,BR,4170,0,1330,52,NO,0,0,0
NV,NV0015,4,NV0015-03,FERNLEY BRANCH LIBRARY,LYON COUNTY LIBRARY SYSTEM,775-575-3366,LYON,"575 SILVER LACE BLVD
FERNLEY, NV
(39.60568, -119.241215)",32,52585,BR,3679,0,1330,52,NO,0,0,0
NV,NV0015,5,NV0015-04,SMITH VALLEY LIBRARY,LYON COUNTY LIBRARY SYSTEM,775-465-2369,LYON,"22 DAY LANE SMITH VALLEY
NV
(38.801714, -119.328869)",43,52585,BR,6500,0,532,52,NO,0,0,0
NV,NV0015,6,NV0015-05,SILVER STAGE BRANCH LIBRARY,LYON COUNTY LIBRARY SYSTEM,775-577-5015,LYON,"3905 HWY 50 WEST SILVER SPRINGS
NV
(39.394307, -119.284741)",42,52585,BR,1810,0,978,52,NO,0,0,0
NV,NV0017,2,NV0017-01,MINERAL COUNTY LIBRARY,MINERAL COUNTY LIBRARY,775-945-2778,MINERAL,"110 FIRST ST
HAWTHORNE, NV
(38.518571, -118.614554)",33,4478,CE,9600,0,2303,52,NO,0,0,0
NV,NV0017,3,NV0017-02,MINA-LUNING COMMUNITY LIBRARY,MINERAL COUNTY LIBRARY,775-573-2505,MINERAL,"908 B ST
MINA, NV
(38.389682, -118.111917)",43,4478,BR,1500,0,675,52,NO,0,0,0
NV,NV0018,2,NV0018-01,NORTH LAS VEGAS PUBLIC LIBRARY,NORTH LAS VEGAS LIBRARY DISTRICT,702-633-1070,CLARK,"2250 LAS VEGAS BLVD N
NORTH LAS VEGAS, NV
(36.200536, -115.122495)",21,2114801,CE,7000,0,1916,52,M,0,0,0
NV,NV0018,3,NV0018-03,ALIANTE LIBRARY,NORTH LAS VEGAS LIBRARY DISTRICT,702-839-2980,CLARK,"2400 DEER SPRINGS WAY NORTH
LAS VEGAS, NV
(36.284081, -115.175248)",21,2114801,BR,16000,0,2712,52,NC,0,0,0
NV,NV0018,4,NV0018-04,ALEXANDER LIBRARY,NORTH LAS VEGAS LIBRARY DISTRICT,702-633-2880,CLARK,"1755 W ALEXANDER RD NORTH
LAS VEGAS, NV
(36.231953, -115.165611)",21,2114801,BR,16400,0,1861,52,NC,0,0,0
NV,NV0019,2,NV0019-01,CARSON CITY LIBRARY,CARSON CITY LIBRARY,775-887-2244,CARSON CITY,"900 NORTH ROOP STREET
CARSON CITY, NV
(39.169222, -119.761106)",13,54521,CE,22600,0,2701,52,CC,0,0,0
NV,NV0019,3,NV0019-02,BUSINESS RESOURCE AND INNOVATION CENTER,CARSON CITY LIBRARY,775-887-2244,CARSON CITY,"108 E PROCTOR
CARSON CITY, NV
(39.165226, -119.766801)",13,54521,BR,2000,0,1138,28,CC,0,0,0
NV,NV0020,2,NV0020-01,PERSHING COUNTY LIBRARY,PERSHING COUNTY LIBRARY,775-273-2216,PERSHING,"1125 CENTRAL AVE
LOVELOCK, NV
(40.181744, -118.476102)",43,6634,CE,6000,0,2198,52,NO,0,0,0
NV,NV0023,2,NV0023-01,STOREY COUNTY LIBRARY,STOREY COUNTY PUBLIC LIBRARY,775-847-0541,STOREY,"175 E CARSON ST
VIRGINIA CITY, NV
(39.315337, -119.649322)",42,3987,CE,1000,0,850,48,M,8,0,0
NV,NV0024,2,NV0024-01,TONOPAH LIBRARY DISTRICT,TONOPAH LIBRARY DISTRICT,775-482-3374,NYE,"167 S CENTRAL ST
TONOPAH, NV
(38.067068, -117.231616)",43,42477,CE,2595,0,1171,52,NO,0,0,0
NV,NV0025,2,NV0025-01,DOWNTOWN RENO LIBRARY,WASHOE COUNTY LIBRARY SYSTEM,775-327-8300,WASHOE,"301 S CENTER ST
RENO, NV
(39.522596, -119.810091)",12,446903,BR,58825,0,1924,52,CC,0,0,0
NV,NV0025,3,NV0025-02,GERLACH COMMUNITY LIBRARY,WASHOE COUNTY LIBRARY SYSTEM,775-557-2326,WASHOE,"555 E SUNSET
GERLACH, NV
(40.652987, -119.353267)",43,446903,BR,2053,0,755,52,NC,0,0,0
NV,NV0025,4,NV0025-03,INCLINE VILLAGE LIBRARY,WASHOE COUNTY LIBRARY SYSTEM,775-832-4130,WASHOE,"845 ALDER AVE INCLINE VILLAGE
NV
(39.250923, -119.957251)",32,446903,BR,10700,0,1743,52,NC,0,0,0
NV,NV0025,5,NV0025-04,NORTH VALLEYS LIBRARY,WASHOE COUNTY LIBRARY SYSTEM,775-972-0281,WASHOE,"1075 NORTH HILLS BLVD
RENO, NV
(39.604702, -119.841649)",12,446903,BR,9178,0,1787,52,CC,0,0,0
NV,NV0025,6,NV0025-05,SIERRA VIEW LIBRARY,WASHOE COUNTY LIBRARY SYSTEM,775-827-3232,WASHOE,"4001 S VIRGINIA (RENO TOWN MALL
RENO, NV
(39.486974, -119.794077)",12,446903,BR,28280,0,1940,52,CC,0,0,0
NV,NV0025,7,NV0025-06,SENIOR CENTER LIBRARY,WASHOE COUNTY LIBRARY SYSTEM,775-328-2586,WASHOE,"1155 EAST 9TH STREET
RENO, NV
(39.538539, -119.799131)",12,446903,BR,800,0,788,52,CC,0,0,0
NV,NV0025,8,NV0025-07,SPARKS LIBRARY,WASHOE COUNTY LIBRARY SYSTEM,775-352-3200,WASHOE,"1125 12TH STREET
SPARKS, NV
(39.544215, -119.75842)",21,446903,BR,22832,0,1956,52,CC,0,0,0
NV,NV0025,9,NV0025-09,VERDI COMMUNITY LIBRARY,WASHOE COUNTY LIBRARY SYSTEM,775-345-8104,WASHOE,"270 BRIDGE STREET
VERDI, NV
(39.52143, -119.991165)",21,446903,BR,3184,0,520,52,NC,0,0,0
NV,NV0025,11,NV0025-18,DUNCAN-TRANER COMMUNITY LIBRARY,WASHOE COUNTY LIBRARY SYSTEM,775-333-5134,WASHOE,"1650 CARVILLE DRIVE
RENO, NV
(39.541873, -119.79359)",12,446903,BR,3200,0,250,52,NC,0,0,0
NV,NV0025,14,NV0025-14,NORTHWEST RENO LIBRARY,WASHOE COUNTY LIBRARY SYSTEM,775-787-4100,WASHOE,"2325 ROBB DRIVE
RENO, NV
(39.538654, -119.884969)",12,446903,BR,28364,0,1964,52,NC,0,0,0
NV,NV0025,17,NV0025-10,SOUTH VALLEYS LIBRARY,WASHOE COUNTY LIBRARY SYSTEM,775-851-5190,WASHOE,"15650A WEDGE PARKWAY
RENO, NV
(39.406174, -119.759586)",21,446903,BR,17500,0,1964,52,NC,0,0,0
NV,NV0025,18,NV0025-12,SPANISH SPRINGS LIBRARY,WASHOE COUNTY LIBRARY SYSTEM,775-424-1840,WASHOE,"7100A PYRAMID LAKE HWY
SPARKS, NV
(39.620906, -119.725591)",21,446903,BR,30000,0,1964,52,NO,0,0,0
NV,NV0026,2,NV0026-01,WHITE PINE COUNTY PUBLIC LIBRARY,WHITE PINE COUNTY LIBRARY,775-293-6900,WHITE PINE,"950 CAMPTON STREET
ELY, NV
(39.247757, -114.888073)",33,9811,CE,11000,0,2384,52,NO,0,0,0
NV,NV0027,2,NV0027-03,FISH LAKE VALLEY LIBRARY,ESMERALDA COUNTY LIBRARIES,775-572-3311,ESMERALDA,"264 BLUEBIRD LANE
DYER, NV
(37.62077, -118.016382)",43,829,BR,1350,0,1092,52,NO,0,0,0
